,song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
51,Main Laut Aaunga,Kaash,0.371,0.519,0,-7.567,1,0.0286,0.303,0.0,0.2,0.091,180.772,audio_features,306888,4
52,Dil Mere,The Local Train,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,audio_features,211290,4
53,Aisa Hi Hota Hai,Antariksh,0.667,0.869,11,-3.576,0,0.0322,0.00401,0.0,0.0263,0.774,89.979,audio_features,267157,4
54,Mera Bichraa Yaar,Strings,0.687,0.633,7,-7.638,1,0.0333,0.0611,0.0175,0.0874,0.61,109.985,audio_features,291840,4
55,Hum Nadaan,Bayaan,0.508,0.728,1,-5.776,0,0.0639,0.308,0.000225,0.416,0.211,104.979,audio_features,226285,4
56,Sawan,NAALAYAK,0.41,0.697,4,-5.083,1,0.0361,0.0739,0.0113,0.139,0.125,150.081,audio_features,262036,4
57,Beheka Mann,Juman The Band,0.502,0.83,4,-7.248,1,0.0323,0.305,0.017,0.344,0.718,159.969,audio_features,308815,4
58,Nahin Milta,Bayaan,0.325,0.378,10,-12.695,1,0.0436,0.856,0.000412,0.102,0.242,119.691,audio_features,285657,4
59,Maeri,Palash Sen,0.487,0.591,8,-5.172,1,0.0419,0.526,0.0,0.187,0.413,83.348,audio_features,332733,4
60,Mere Yaar,Advaita,0.578,0.455,11,-11.265,1,0.0252,0.813,0.0532,0.112,0.217,99.988,audio_features,225800,4
61,Mann Marziyan,NAALAYAK,0.562,0.855,11,-5.805,1,0.0563,0.00275,2.61e-05,0.0852,0.705,134.94,audio_features,228444,4
62,Laapata,Abdullah Qureshi,0.519,0.509,11,-8.763,1,0.0251,0.234,0.242,0.122,0.216,137.969,audio_features,335653,4
63,Main Hoon Zameen,Anand Bhaskar Collective,0.385,0.657,4,-7.844,1,0.0421,0.166,0.00553,0.155,0.272,139.953,audio_features,407024,4
64,Tou Suno,Qasim Ben Tariq,0.687,0.365,9,-10.937,1,0.0292,0.632,0.00615,0.106,0.549,108.469,audio_features,235909,4
65,Bhulado,Raeth,0.58,0.792,9,-3.722,0,0.0285,0.304,0.0,0.0706,0.4,100.017,audio_features,241400,4
66,Ab Ki Yeh Subah,Parvaaz,0.282,0.557,5,-7.24,1,0.0301,0.298,0.0152,0.0893,0.121,101.515,audio_features,446000,5
67,Sayonee,Junoon,0.462,0.495,2,-13.532,0,0.0393,0.0255,6.04e-05,0.132,0.965,174.212,audio_features,304333,4
68,Tere Jeya Hor Disda,The Yellow Diary,0.561,0.526,6,-10.005,0,0.0258,0.774,0.00605,0.103,0.463,89.996,audio_features,190123,4
69,Dilnawaz,The Local Train,0.501,0.568,4,-7.968,0,0.0331,0.217,1.64e-05,0.094,0.236,88.904,audio_features,207531,4
70,Sajni,Strings,0.512,0.818,4,-5.663,1,0.0377,0.217,0.00267,0.143,0.435,156.054,audio_features,257953,4
71,Aajao,Ankur Tewari,0.724,0.442,7,-8.448,1,0.0267,0.123,0.434,0.0944,0.326,109.981,audio_features,269040,4
72,Bolo,Journey to Nowhere,0.367,0.766,9,-6.785,0,0.0524,0.021,0.00264,0.137,0.437,101.748,audio_features,195016,3
73,Soch,Kashmir,0.612,0.53,9,-7.589,1,0.0268,0.139,0.00946,0.374,0.264,136.058,audio_features,329064,4
74,Ab Ke Saawan,Shubha Mudgal,0.497,0.628,0,-14.422,1,0.0777,0.0286,0.000479,0.0926,0.768,167.08,audio_features,269867,4
75,"Kuchh Keh Do, Kuchh Sunn Lo",Sumeet & Adhirath,0.408,0.531,9,-10.318,1,0.0315,0.317,1.7e-06,0.128,0.456,99.91,audio_features,282000,4
76,Haan Pyaar Hai,NAALAYAK,0.781,0.429,0,-8.393,1,0.0287,0.705,0.000472,0.0723,0.351,114.012,audio_features,291579,4
77,Mann Ke Aangan Main,The Vipin Mishra Project,0.399,0.507,5,-9.817,1,0.0437,0.152,0.0,0.209,0.348,79.235,audio_features,241494,4
78,Ye Waqt Tal Jayega,Mayur Nagpal,0.479,0.31,4,-10.028,1,0.0347,0.205,0.0,0.108,0.208,62.015,audio_features,275627,4
79,Tu,Harshit Pokhriyal,0.551,0.513,4,-8.267,1,0.028,0.524,0.00278,0.102,0.229,135.861,audio_features,290000,4
80,Shabnam Si Tum,FIZAMUSIC,0.59,0.244,7,-14.997,1,0.0317,0.823,0.0,0.186,0.315,88.919,audio_features,214677,4
81,Tuta Pull Wahan,Deepak Rathore Project,0.587,0.283,8,-12.663,1,0.0364,0.863,0.0,0.121,0.284,82.045,audio_features,313171,4
82,Aao Na,Last Minute India,0.314,0.44,11,-11.077,1,0.0319,0.00931,0.000332,0.0699,0.197,116.012,audio_features,258879,4
83,Bachpan,The Vipin Mishra Project,0.666,0.499,2,-10.265,1,0.0335,0.524,0.00359,0.114,0.336,96.03,audio_features,353933,4
84,Laapata,Moongphali,0.477,0.73,1,-3.902,0,0.0315,0.119,0.0572,0.11,0.195,143.969,audio_features,389583,3
85,Nadaan,Last Minute India,0.412,0.696,4,-6.9,1,0.039,0.0407,0.00481,0.375,0.224,159.888,audio_features,426000,3
86,Khwaab,The Khirki Village,0.747,0.37,11,-11.638,0,0.0317,0.228,0.0829,0.0962,0.442,124.994,audio_features,294349,4
87,Pari,Lakshya Bhatnagar,0.457,0.389,2,-10.002,1,0.032,0.155,0.0,0.112,0.246,98.589,audio_features,274161,4
88,Panchi,Escape Artist,0.553,0.549,5,-10.84,1,0.0382,0.0674,5.45e-05,0.364,0.224,139.969,audio_features,341641,3
89,Dhoop Ka Shehr,The Vipin Mishra Project,0.667,0.56,2,-6.643,1,0.0313,0.469,1.28e-05,0.176,0.338,130.019,audio_features,217880,4
90,Kuch Bolain Bin,The Vipin Mishra Project,0.526,0.582,0,-4.673,1,0.0279,0.459,5.67e-06,0.0865,0.5,143.991,audio_features,185505,4
91,Kya Main Kahu?,FIZAMUSIC,0.513,0.345,9,-14.501,0,0.0424,0.507,2.25e-06,0.0767,0.388,139.841,audio_features,194000,4
92,Tilak,Bombay Bandook,0.466,0.69,4,-7.007,1,0.0351,0.529,0.0597,0.102,0.385,134.899,audio_features,359291,3
93,Kalga,aswekeepsearching,0.469,0.373,1,-9.189,1,0.0311,0.803,0.168,0.133,0.0474,125.017,audio_features,431875,3
94,Behne Do,Indian Ocean Feat Karsh Kale,0.579,0.517,0,-12.197,1,0.0311,0.315,0.304,0.117,0.415,152.051,audio_features,459482,4
95,Rehne Do,Coshish,0.503,0.831,9,-7.231,1,0.0281,0.00321,2.05e-05,0.0873,0.397,100.008,audio_features,298880,4
96,Coshish,Coshish,0.544,0.776,7,-6.304,1,0.0326,0.000181,0.0237,0.217,0.344,118.004,audio_features,297293,4
97,Kabeera,Mrigya,0.543,0.777,11,-7.683,0,0.047,0.27,0.00197,0.359,0.355,105.986,audio_features,527755,4
0,Eu Sambo Mesmo,João Gilberto,0.49,0.311,4,-18.242,0,0.0944,0.778,0.000754,0.119,0.734,173.042,audio_features,248000,3
1,Águas De Março,Antônio Carlos Jobim,0.639,0.552,3,-9.285,1,0.127,0.832,0.0,0.122,0.474,143.241,audio_features,212520,4
2,Essa Moca Ta Diferente,Chico Buarque,0.712,0.545,11,-10.902,0,0.0542,0.174,2.29e-05,0.0837,0.831,79.6,audio_features,166507,4
3,Agua De Beber,Astrud Gilberto,0.645,0.357,4,-15.628,0,0.0356,0.426,0.0,0.0727,0.86,147.846,audio_features,139253,4
4,Só Tinha Der Ser Com Você,Quarteto Jobim Morelenbaum,0.77,0.288,7,-12.422,1,0.0355,0.826,0.000269,0.101,0.733,142.017,audio_features,233507,4
5,O Pato,Bahia Bahia Bahia,0.607,0.736,0,-7.349,1,0.0525,0.58,0.013,0.0954,0.766,170.25,audio_features,237251,4
6,"Por Causa De Você, Menina",Jorge Ben Jor,0.518,0.535,2,-8.56,1,0.0338,0.601,1.91e-05,0.137,0.924,156.759,audio_features,167067,4
7,Wave,Antônio Carlos Jobim,0.552,0.314,7,-20.681,1,0.0337,0.831,0.831,0.0861,0.873,144.921,audio_features,176907,4
8,Tin Tin Por Tin Tin,João Gilberto,0.627,0.333,6,-17.569,1,0.0366,0.791,0.425,0.0945,0.913,87.748,audio_features,220360,4
9,Aquele Abraço,Gilberto Gil,0.454,0.57,2,-10.379,1,0.148,0.18,0.0,0.522,0.899,84.745,audio_features,322373,4
10,"Carolina, Carol Bela",Jorge Ben & Toquinho,0.478,0.538,7,-9.491,0,0.0404,0.671,0.00115,0.189,0.9,85.689,audio_features,185320,4
11,Onde Anda Você,Toquinho,0.62,0.309,4,-14.528,0,0.043,0.698,0.0424,0.119,0.6,109.459,audio_features,167600,3
12,Samba De Orly,Bebel Gilberto,0.72,0.396,0,-11.716,1,0.0972,0.724,1.94e-06,0.269,0.827,100.159,audio_features,169720,4
13,Lamento,Antônio Carlos Jobim,0.434,0.44,4,-19.617,0,0.0639,0.531,0.867,0.0716,0.194,89.682,audio_features,166507,4
14,Vivo Sonhando,Stan Getz,0.464,0.272,7,-12.569,1,0.0338,0.901,1.35e-05,0.153,0.385,140.946,audio_features,173507,3
15,Sorte!,John Finbury,0.682,0.314,8,-15.29,1,0.0385,0.91,0.00271,0.0878,0.633,128.948,audio_features,291729,4
16,The Girl From Ipanema,Stan Getz,0.641,0.14,8,-16.79,1,0.039,0.867,0.00166,0.105,0.388,129.318,audio_features,317987,4
17,Nova Bossa Nova,Marcos Valle,0.598,0.739,8,-10.602,1,0.0452,0.523,0.725,0.146,0.881,95.018,audio_features,246400,4
18,Lá Vem a Baiana,Jussara Silveira,0.712,0.427,4,-11.808,0,0.118,0.668,0.000178,0.106,0.619,88.174,audio_features,242867,4
19,Desde Que o Samba é Samba,Gilberto Gil,0.789,0.268,6,-15.776,0,0.048,0.822,0.177,0.111,0.683,125.185,audio_features,256747,4
20,Samba Pra Vinícius,Toquinho,0.624,0.602,11,-14.782,0,0.0525,0.811,0.00267,0.334,0.81,99.241,audio_features,150667,4
21,So Nice (Summer Samba),Marcos Valle,0.776,0.504,1,-11.25,0,0.0372,0.55,0.0,0.0743,0.821,122.09,audio_features,151093,4
22,Chove Chuva,Jorge Ben Jor,0.729,0.401,10,-9.458,1,0.0418,0.644,0.0,0.0757,0.549,134.704,audio_features,184093,4
23,Ligia (feat. João Gilberto),Stan Getz,0.398,0.13,6,-19.584,0,0.0438,0.959,0.105,0.115,0.247,150.174,audio_features,320200,4
24,Desafinado,Stan Getz,0.501,0.186,10,-17.522,1,0.0544,0.912,0.00264,0.116,0.421,144.081,audio_features,248013,4
25,Carta Ao Tom 74,Vinícius de Moraes,0.593,0.431,7,-8.284,1,0.268,0.821,0.00037,0.0841,0.557,73.059,audio_features,158360,4
26,O Barquinho,Nara Leão,0.682,0.201,1,-16.707,0,0.0573,0.859,0.256,0.0929,0.499,144.523,audio_features,187093,4
27,Só Danço Samba,Stan Getz,0.578,0.364,2,-15.162,1,0.0441,0.683,0.0539,0.105,0.723,78.073,audio_features,216227,4
28,Sampa,Caetano Veloso,0.703,0.278,0,-11.32,1,0.0662,0.543,0.0,0.146,0.623,114.322,audio_features,199667,4
29,Você Vai Ver,João Gilberto,0.451,0.056,2,-22.87,1,0.103,0.934,0.0751,0.111,0.516,76.323,audio_features,176360,4
30,Flor de Lis,Djavan,0.549,0.502,2,-16.202,0,0.0493,0.223,0.0,0.0622,0.781,85.793,audio_features,225267,4
31,Chega de saudade,João Gilberto,0.419,0.197,2,-18.153,1,0.0385,0.82,0.0,0.135,0.639,174.218,audio_features,123912,4
32,O Amor em Paz,Irio De Paula Quartet,0.658,0.0711,5,-17.756,0,0.0536,0.924,0.698,0.111,0.29,126.899,audio_features,278920,4
33,Preciso Me Encontrar,Cartola,0.545,0.493,2,-12.413,0,0.0594,0.856,0.499,0.142,0.701,77.05,audio_features,178507,4
34,Triste,Elis Regina,0.65,0.322,7,-16.298,1,0.122,0.577,0.121,0.0712,0.448,136.007,audio_features,162867,4
35,Sorriu Para Mim,João Gilberto,0.534,0.293,4,-15.647,0,0.0398,0.729,0.111,0.169,0.571,90.59,audio_features,184827,4
36,Outra Vez,Elizeth Cardoso,0.62,0.14,11,-14.511,1,0.0402,0.909,0.0,0.126,0.461,100.044,audio_features,110811,4
37,Samba de Orfeu,Luis Bonfa,0.715,0.406,4,-17.926,0,0.0573,0.735,0.649,0.11,0.65,104.756,audio_features,216360,4
38,Palpite Infeliz,João Gilberto,0.631,0.313,1,-19.118,1,0.0847,0.565,0.137,0.187,0.708,90.345,audio_features,233000,4
39,Corcovado (Quiet Nights Of Quiet Stars),Stan Getz,0.572,0.152,9,-15.658,0,0.0408,0.961,0.000432,0.136,0.339,127.497,audio_features,254667,4
40,Samba Da Volta,Vinícius de Moraes,0.376,0.589,0,-8.3,1,0.0521,0.777,0.000804,0.135,0.666,87.98,audio_features,169960,4
41,"Mas, Que Nada!",Jorge Ben Jor,0.512,0.511,2,-8.645,0,0.03,0.662,0.000199,0.209,0.589,89.499,audio_features,179293,4
42,A Tonga Da Mironga Do Kabuletê,Toquinho,0.673,0.0326,7,-31.358,1,0.0387,0.984,0.905,0.1,0.821,142.844,audio_features,60600,4
43,Maria Ninguem,João Gilberto,0.687,0.268,7,-11.726,1,0.0479,0.884,3.25e-06,0.191,0.714,118.095,audio_features,140707,4
44,Samba Da Benção,Vinícius de Moraes,0.657,0.42,5,-11.618,0,0.0576,0.659,0.0,0.124,0.608,124.482,audio_features,410133,4
45,Manhã de Carnaval,Luiz Bonfá,0.699,0.0429,9,-23.85,0,0.066,0.868,0.825,0.114,0.529,105.336,audio_features,147867,4
46,Manhã de Carnaval,Toquinho,0.696,0.26,2,-15.253,0,0.051,0.974,0.885,0.11,0.271,119.838,audio_features,234840,4
47,Samba Da Benção,Toquinho,0.598,0.365,7,-14.722,0,0.0646,0.883,0.0,0.169,0.564,122.601,audio_features,409400,4
48,Samba De Uma Nota Só,Antônio Carlos Jobim,0.64,0.355,7,-14.536,1,0.066,0.946,0.526,0.059,0.518,83.459,audio_features,180040,4
49,Você e Eu,Gilberto Gil,0.539,0.345,2,-14.077,1,0.09,0.885,0.193,0.0996,0.414,79.412,audio_features,292640,4
50,Falador Passa Mal,Os Originais Do Samba,0.787,0.648,5,-11.148,0,0.12,0.184,0.00442,0.112,0.764,88.585,audio_features,190533,4
51,Para Machuchar Meu Coracao,Stan Getz,0.612,0.156,3,-15.823,1,0.0396,0.962,0.0026,0.102,0.415,131.09,audio_features,304827,4
52,Aos Pés da Cruz,Gilberto Gil,0.725,0.299,4,-15.108,1,0.113,0.9,0.107,0.118,0.527,170.164,audio_features,195200,4
53,O Morro Nao Tem Vez,Antônio Carlos Jobim,0.664,0.233,7,-20.362,0,0.0488,0.397,0.775,0.0801,0.876,143.914,audio_features,200867,4
54,Diz Que Fui Por Ai,Nara Leão,0.755,0.285,7,-14.973,1,0.0855,0.601,1.55e-05,0.0843,0.536,80.944,audio_features,128733,4
55,Sambalamento,Luiz Bonfá,0.646,0.244,5,-17.422,1,0.0359,0.799,0.00315,0.11,0.661,99.637,audio_features,139600,5
56,Sambalero,Stan Getz,0.52,0.259,8,-16.949,1,0.0367,0.837,0.502,0.108,0.567,139.309,audio_features,128160,4
57,Samba De Duas Notas - Two Note Samba,Luiz Bonfá,0.616,0.212,2,-20.194,1,0.0628,0.837,0.00516,0.11,0.707,156.788,audio_features,167133,4
58,Lamento No Morro,Luiz Bonfá,0.472,0.618,9,-13.181,0,0.0403,0.691,0.821,0.122,0.921,170.104,audio_features,130333,4
59,Doralice,Stan Getz,0.584,0.219,2,-13.297,1,0.11,0.918,0.7,0.112,0.662,157.298,audio_features,168080,4
60,Este Seu Olhar - Instrumental,Noúres,0.597,0.385,9,-11.56,0,0.0344,0.409,0.859,0.108,0.539,129.914,audio_features,159899,4
61,Bossa Antigua,Paul Desmond,0.523,0.293,5,-18.199,0,0.0586,0.928,0.792,0.0821,0.558,97.304,audio_features,284373,4
62,Samba Cantina,Paul Desmond,0.497,0.317,5,-17.387,0,0.0455,0.831,0.265,0.101,0.779,152.421,audio_features,338200,4
63,Perdido de Amor [Lost in Love],Luiz Bonfá,0.488,0.0374,7,-22.637,1,0.0403,0.947,0.000191,0.147,0.259,87.275,audio_features,206067,4
64,Oceano,Djavan,0.665,0.479,7,-9.296,1,0.0247,0.551,0.000548,0.286,0.154,92.864,audio_features,296107,3
0,Voices,Stray Kids,0.649,0.87,1,-2.475,1,0.0503,0.0168,0.0,0.36,0.298,149.927,audio_features,200383,4
1,THANKS,SEVENTEEN,0.513,0.867,8,-3.729,1,0.0632,0.0631,0.0,0.34,0.536,149.967,audio_features,213072,4
2,moonchild,RM,0.504,0.869,9,-5.576,0,0.213,0.0254,0.0,0.0659,0.19,157.992,audio_features,205833,4
3,Waste It On Me (feat. BTS),Steve Aoki,0.669,0.684,7,-4.595,1,0.0585,0.252,0.0,0.72,0.466,96.097,audio_features,192537,4
4,Airplane,j-hope,0.801,0.65,0,-7.855,1,0.0576,0.649,0.0,0.109,0.237,119.993,audio_features,197914,4
5,BANG BANG BANG,BIGBANG,0.633,0.857,1,-3.006,1,0.0412,0.00983,0.0,0.331,0.489,135.013,audio_features,222213,4
6,So Far Away,Agust D,0.485,0.828,11,-4.505,0,0.112,0.00927,0.0,0.325,0.277,93.723,audio_features,358271,4
7,"눈,코,입 (Eyes, Nose, Lips)",TAEYANG,0.631,0.516,0,-5.759,1,0.0378,0.738,0.0,0.264,0.254,143.777,audio_features,229990,4
8,딱 좋아(Just right),GOT7,0.76,0.781,11,-2.881,0,0.0641,0.233,0.0,0.106,0.736,95.97,audio_features,222399,4
9,BTS Cypher 4,BTS,0.817,0.797,1,-4.395,0,0.084,0.00533,7.77e-06,0.0551,0.362,119.977,audio_features,294463,4
10,Lost,BTS,0.547,0.84,9,-4.156,0,0.0551,0.000371,0.0,0.0562,0.479,85.001,audio_features,241787,4
11,Jump,BTS,0.495,0.973,7,-0.947,0,0.283,0.0347,0.0,0.432,0.763,102.058,audio_features,236489,4
12,Boyz with Fun,BTS,0.704,0.959,1,-2.607,0,0.192,0.0808,0.0,0.383,0.751,116.024,audio_features,244156,4
13,Bomb Bomb,KARD,0.76,0.842,6,-5.558,1,0.131,0.0677,0.000123,0.313,0.882,102.987,audio_features,163509,4
14,Don’t Need Your Love,NCT DREAM,0.619,0.881,7,-4.683,1,0.0834,0.0632,0.0,0.103,0.769,160.145,audio_features,201880,3
15,HANN (Alone),(G)I-DLE,0.709,0.718,6,-3.315,0,0.0312,0.059,0.0,0.167,0.24,104.971,audio_features,205820,4
16,달리,Hyolyn,0.666,0.82,11,-2.886,0,0.208,0.293,0.0,0.249,0.883,143.741,audio_features,203000,4
17,REALLY REALLY,WINNER,0.765,0.769,2,-3.16,1,0.0595,0.167,0.0,0.0854,0.581,103.006,audio_features,203057,4
18,134340,BTS,0.664,0.688,11,-6.466,0,0.0543,0.153,9.14e-05,0.173,0.65,106.022,audio_features,230063,4
19,The 7th Sense,NCT,0.682,0.502,2,-9.507,1,0.0713,0.0124,8.45e-06,0.107,0.218,108.08,audio_features,214035,4
20,Tomorrow,BTS,0.311,0.887,1,-2.578,0,0.277,0.00941,0.0,0.281,0.627,175.483,audio_features,261575,3
21,Paradise,BTS,0.519,0.828,5,-5.523,1,0.365,0.214,0.0,0.0571,0.929,139.413,audio_features,211224,4
22,21st Century Girl,BTS,0.716,0.906,2,-3.539,1,0.0717,0.00423,0.0,0.0547,0.762,101.028,audio_features,192597,4
23,Change,RM,0.364,0.849,11,-3.562,0,0.355,0.0237,0.0,0.0615,0.326,179.592,audio_features,277970,4
24,seoul (prod. HONNE),RM,0.587,0.664,0,-8.63,1,0.0645,0.344,2.47e-05,0.324,0.453,99.8,audio_features,275955,4
25,Love Shot,EXO,0.689,0.678,5,-4.287,0,0.119,0.0702,0.0,0.0889,0.335,145.883,audio_features,200306,4
26,Shoot Me,DAY6,0.583,0.916,1,-1.396,1,0.149,0.0683,0.0,0.0489,0.732,167.933,audio_features,175837,4
27,Pirate King,ATEEZ,0.507,0.946,3,-3.845,0,0.124,0.0427,3.54e-06,0.344,0.494,173.004,audio_features,195990,4
28,All Night,ASTRO,0.573,0.77,11,-4.622,0,0.184,0.234,0.0,0.11,0.578,150.064,audio_features,223746,4
29,Black on Black,NCT,0.523,0.864,10,-4.746,0,0.359,0.106,0.000454,0.0672,0.247,142.11,audio_features,197981,4
30,Give me more (feat. De La Ghetto & Play-N-Skillz),VAV,0.719,0.833,2,-3.523,0,0.0411,0.0336,0.0,0.0572,0.642,99.983,audio_features,234653,4
31,Jealousy,Monsta X,0.695,0.852,6,-4.528,0,0.127,0.00701,0.0,0.14,0.496,102.988,audio_features,207030,4
32,It's Definitely You,V,0.737,0.731,10,-3.193,0,0.0706,0.241,0.0,0.087,0.761,94.999,audio_features,230693,4
33,OKAY,Jackson Wang,0.905,0.684,4,-5.18,0,0.0703,0.33,0.0,0.0554,0.542,120.025,audio_features,192729,4
34,WANT,TAEMIN,0.64,0.757,7,-5.532,1,0.0689,0.0261,0.0,0.127,0.413,104.943,audio_features,208968,4
35,The Eve,EXO,0.636,0.702,0,-5.352,0,0.0334,0.0223,0.0,0.293,0.516,135.104,audio_features,176026,4
36,Give It to Me,Agust D,0.539,0.751,8,-3.889,0,0.225,0.000833,1.05e-05,0.158,0.429,94.6,audio_features,149525,4
37,forever rain,RM,0.389,0.591,7,-8.437,1,0.0622,0.0307,6.53e-05,0.392,0.252,138.902,audio_features,271806,4
38,uhgood,RM,0.536,0.559,0,-6.826,1,0.0501,0.00135,0.016,0.132,0.0964,85.971,audio_features,194384,4
39,Simon Says,NCT 127,0.653,0.836,9,-6.018,1,0.238,0.218,0.0,0.0507,0.569,151.977,audio_features,199773,4
40,Power,EXO,0.657,0.943,7,-3.031,1,0.0856,0.0315,0.0,0.149,0.76,127.958,audio_features,222406,4
41,Never Ever,GOT7,0.794,0.835,5,-2.043,0,0.0961,0.266,0.0,0.0979,0.771,101.039,audio_features,194408,4
42,I am YOU,Stray Kids,0.655,0.821,11,-4.741,1,0.187,0.0158,0.0,0.131,0.672,144.977,audio_features,204239,4
43,P.O.P (Piece Of Peace) Pt. 1,j-hope,0.547,0.845,6,-5.293,1,0.0866,0.00652,2.4e-06,0.0604,0.67,175.816,audio_features,181113,4
44,DRAMARAMA,Monsta X,0.571,0.779,8,-2.864,1,0.111,0.135,0.0,0.202,0.261,186.154,audio_features,186296,4
45,Gashina,SUNMI,0.722,0.833,6,-3.915,1,0.094,0.0556,0.0,0.195,0.53,93.941,audio_features,180000,4
46,항상 (HANGSANG),j-hope,0.832,0.896,6,-4.673,1,0.233,0.159,4.75e-05,0.247,0.618,178.998,audio_features,229676,4
47,Cat & Dog,TOMORROW X TOGETHER,0.843,0.794,8,-3.013,1,0.147,0.0668,0.000223,0.104,0.319,160.001,audio_features,187573,4
48,Senorita,VAV,0.734,0.7,2,-9.828,1,0.0691,0.0061,0.0,0.0498,0.674,97.992,audio_features,211838,4
49,Our Summer,TOMORROW X TOGETHER,0.739,0.571,7,-5.537,1,0.0323,0.0028,0.0,0.165,0.246,107.98,audio_features,210280,4
50,Lullaby,GOT7,0.727,0.888,0,-2.756,1,0.0881,0.015,0.0,0.113,0.726,129.993,audio_features,217486,4
51,Nap of a star,TOMORROW X TOGETHER,0.626,0.451,7,-9.062,1,0.0259,0.407,1.12e-06,0.104,0.355,140.033,audio_features,243013,4
52,Shoot Out - English Version,Monsta X,0.609,0.834,6,-3.654,0,0.22,0.0502,0.0,0.426,0.257,165.144,audio_features,207173,4
53,Shoot Out,Monsta X,0.613,0.868,6,-2.792,0,0.143,0.0599,0.0,0.352,0.394,165.133,audio_features,207173,4
54,Papillon,Jackson Wang,0.823,0.685,4,-2.507,0,0.253,0.0102,0.0,0.0986,0.505,170.159,audio_features,195036,4
55,Mikrokosmos,BTS,0.58,0.858,8,-5.212,1,0.114,0.125,0.0,0.0502,0.475,174.039,audio_features,224225,3
56,Awake,BTS,0.357,0.498,3,-6.589,1,0.0332,0.023,1.99e-06,0.269,0.339,142.816,audio_features,226161,4
57,2! 3!,BTS,0.439,0.928,7,-4.096,1,0.233,0.0254,0.0,0.1,0.599,169.928,audio_features,272537,4
58,FLASH,X1,0.674,0.91,7,-2.898,0,0.0594,0.029,0.0,0.342,0.599,132.04,audio_features,211320,4
59,Kiss and Make Up,Dua Lipa,0.678,0.729,8,-4.188,1,0.137,0.0658,0.0,0.303,0.643,99.895,audio_features,189173,4
60,Intro: Boy Meets Evil,BTS,0.573,0.89,5,-3.53,0,0.214,0.0212,0.0,0.132,0.242,130.254,audio_features,121771,4
61,For You,BTS,0.548,0.809,4,-4.533,1,0.185,0.44,0.0,0.102,0.574,165.892,audio_features,284587,4
62,Long Flight,TAEYONG,0.688,0.861,5,-2.789,0,0.0455,0.203,1.47e-06,0.127,0.875,148.065,audio_features,198293,4
63,KILLING ME,iKON,0.76,0.672,9,-5.277,0,0.0732,0.465,0.0,0.205,0.505,127.986,audio_features,193734,4
64,Base Line,j-hope,0.909,0.644,9,-5.32,1,0.203,0.0376,0.0111,0.401,0.228,94.982,audio_features,89770,4
65,The Last,Agust D,0.756,0.837,1,-2.704,1,0.203,0.00167,0.0062,0.0848,0.444,119.984,audio_features,245757,4
66,Hope World,j-hope,0.706,0.896,1,-4.456,1,0.16,0.0138,0.0,0.595,0.767,117.038,audio_features,204931,4
67,BULLET TO THE HEART,Jackson Wang,0.789,0.452,1,-6.149,1,0.114,0.0728,0.0,0.0868,0.675,159.835,audio_features,145720,4
68,Jopping,SuperM,0.74,0.835,10,-3.425,0,0.0839,0.0139,0.0,0.857,0.535,123.024,audio_features,251293,4
69,Double Knot,Stray Kids,0.716,0.814,5,-2.889,0,0.35,0.0486,0.0,0.607,0.575,146.925,audio_features,189771,4
70,WHO DO U LOVE?,Monsta X,0.782,0.637,10,-5.63,0,0.264,0.28,0.0,0.114,0.389,101.989,audio_features,189035,4
71,SOMEONE'S SOMEONE,Monsta X,0.824,0.45,5,-7.408,1,0.321,0.185,2.18e-06,0.1,0.47,95.056,audio_features,141291,4
72,Chicken Noodle Soup (feat. Becky G),j-hope,0.826,0.817,2,-4.081,1,0.0921,0.00502,1.09e-05,0.294,0.168,97.053,audio_features,235497,4
73,BET BET,NU'EST,0.719,0.863,11,-4.955,0,0.0592,0.163,0.0,0.063,0.851,136.996,audio_features,200947,4
74,불면증 Insomnia,Stray Kids,0.651,0.748,11,-3.764,0,0.343,0.157,0.0,0.102,0.767,167.964,audio_features,206430,4
75,All I Wanna Do,Jay Park,0.594,0.667,5,-6.867,0,0.267,0.249,0.0,0.0735,0.509,96.146,audio_features,209393,4
76,All I Wanna Do (feat. Hoody & 로꼬 Loco) [Korean Version],Jay Park,0.4,0.724,8,-6.064,1,0.253,0.375,0.0,0.0927,0.43,96.782,audio_features,216786,4
77,"1, 2, 3",NCT DREAM,0.82,0.63,11,-5.567,0,0.0841,0.082,0.0,0.0698,0.953,124.99,audio_features,181187,4
78,Oh NaNa (Hidden. HUR YOUNG JI),KARD,0.756,0.922,1,-2.683,1,0.0539,0.0615,0.000462,0.0723,0.809,100.005,audio_features,206773,4
79,UNBELIEVABLE,VICTON,0.71,0.825,0,-3.126,1,0.238,0.11,0.0,0.0552,0.719,106.958,audio_features,196626,4
80,Monster - English Version,Henry,0.406,0.386,9,-7.707,1,0.0303,0.83,0.0,0.146,0.374,86.799,audio_features,203631,4
81,sorry,The Rose,0.379,0.631,10,-4.701,1,0.0339,0.462,0.0,0.305,0.359,173.896,audio_features,215475,4
